Asik RAWS - Alaska - Noatak National Park and Preserve,,,,,,,,,,,,,,,
Date_Time,Precipitation (in),Wind Speed (mph),Wind Direction (degrees),Average Air Temperature (F),Relative Humidity (%),Battery Voltage (Volts),Wind Direction of Gust (degrees),Peak Wind Speed (mph),Solar Radiation (W m-²),Snow Depth (in),Minimum Air Temperature (F),Maximum Air Temperature (F),Soil Temperature 10 cm (F),Soil Temperature 20 cm (F),Soil Temperature 50 cm (F)
12/24/2012 21:00,0,8.7,351,0.34,52,12.5,352,10.9,0,2.1,-0.32,1.39,-2.4,-1.7,1.6
12/24/2012 22:00,0,7.8,19,2.33,48,12.5,46,10.8,0,2.2,0.04,3.48,-2.3,-1.7,1.6
12/24/2012 23:00,0,7.2,13,2.97,47,12.4,16,9,0,2.1,2.11,4.29,-2.2,-1.6,1.5
12/25/2012 0:00,0,8,12,3.08,50,12.4,28,9.7,0,2.2,1.74,4.2,-2.1,-1.6,1.5
12/25/2012 1:00,0,7.5,24,3.33,50,12.4,36,9.9,0,2.2,2.65,3.93,-2,-1.5,1.5
12/25/2012 2:00,0,7.1,20,3.25,48,12.4,41,9.3,0,2.2,2.1,4.48,-1.9,-1.4,1.5
12/25/2012 3:00,0,6.4,16,5.06,47,12.4,25,8.3,0,2.1,3.93,5.94,-1.8,-1.3,1.5
12/25/2012 4:00,0,7.2,11,5.95,46,12.4,33,9,0,2.3,5.1,6.95,-1.7,-1.3,1.5
12/25/2012 5:00,0,7.4,9,6.46,47,12.4,349,9.2,0,2.1,5.66,7.14,-1.5,-1.2,1.6
12/25/2012 6:00,0,6.5,23,6.64,47,12.4,50,8.7,0,2.1,5.75,7.51,-1.3,-1,1.6
12/25/2012 7:00,0,5.9,26,7.37,47,12.4,51,8.3,0,2.2,6.3,8.44,-1.1,-0.9,1.6
12/25/2012 8:00,0,6.9,9,9.08,46,12.4,336,9.6,0,2.2,7.78,10.59,-0.9,-0.7,1.6
12/25/2012 9:00,0,6.6,16,10.67,47,12.4,27,9.2,0,2.2,10.01,11.33,-0.7,-0.6,1.7
12/25/2012 10:00,0,4.8,15,11.05,47,12.4,0,7.7,0,2.1,10.29,12.37,-0.4,-0.4,1.7
12/25/2012 11:00,0,2.9,29,11.87,49,12.4,38,6,0,2.1,10.95,13.13,-0.2,-0.2,1.8
12/25/2012 12:00,0,2.8,18,12.68,47,12.4,338,7,0,2.1,11.81,14.48,0,0,1.8
12/25/2012 13:00,0,5.2,22,13.7,48,12.4,354,7.6,0,2.3,11.99,14.65,0.3,0.2,1.9
12/25/2012 14:00,0,3.6,136,13.11,51,12.4,130,8.2,1,2.2,12.15,14.54,0.7,0.4,2
12/25/2012 15:00,0,6.3,194,11.45,56,12.4,222,9.8,3,2.2,9.03,13.01,1.2,0.8,2
12/25/2012 16:00,0,7.1,170,10.92,55,12.4,244,11.1,3,2.2,8.67,12.27,1.5,1.1,2.1
12/25/2012 17:00,0,11.2,145,12.23,54,12.4,161,17.6,1,2.2,11.03,13.79,1.9,1.4,2.3
12/25/2012 18:00,0,10,158,11.9,54,12.4,141,16.4,0,2.2,11.01,13.01,2.3,1.7,2.4
12/25/2012 19:00,0,13,151,11.78,58,12.4,164,18.4,0,2.2,10.64,12.73,2.8,2,2.5
12/25/2012 20:00,0,14.1,128,9.95,75,12.4,140,19.5,0,2.2,9.33,11.01,3.1,2.4,2.6
12/25/2012 21:00,0,13,135,8.93,80,12.4,132,20.2,0,2.2,8.4,9.33,3.5,2.7,2.8
12/25/2012 22:00,0,7.2,144,9.49,77,12.4,137,13.5,0,2.2,8.78,9.91,3.8,3.1,3
12/25/2012 23:00,0,16.2,113,9.46,83,12.4,172,24.7,0,2.2,9.15,9.9,4.1,3.4,3.1
12/26/2012 0:00,0,18.1,118,9.06,82,12.4,133,26.9,0,2.2,8.68,9.52,4.3,3.6,3.3
12/26/2012 1:00,0,15.1,155,8.63,84,12.4,123,21.2,0,2.2,8.41,9.06,4.6,3.9,3.5
12/26/2012 2:00,0,12.4,124,8.58,83,12.4,157,18.4,0,2.2,8.22,9.06,4.8,4.2,3.6
12/26/2012 3:00,0,12.9,136,8.34,83,12.4,135,17.3,0,2.2,8.13,8.59,5,4.4,3.8
12/26/2012 4:00,0,12.2,158,8.1,83,12.4,168,14.7,0,2.2,7.48,8.59,5.1,4.5,3.9
12/26/2012 5:00,0,10.3,160,7.78,84,12.4,139,15.6,0,2.3,7.1,8.79,5,4.6,4.1
12/26/2012 6:00,0,4.9,190,6.94,87,12.4,202,9.9,0,2.1,6.18,7.76,4.9,4.7,4.2
12/26/2012 7:00,0,1.3,62,7.46,84,12.4,337,3.2,0,2.3,6.92,8.41,4.9,4.7,4.4
12/26/2012 8:00,0,1.8,90,8.41,82,12.4,171,4.2,0,2.3,8.04,9.44,4.9,4.8,4.5
12/26/2012 9:00,0,3.2,90,9.39,79,12.4,110,5.5,0,2.2,8.59,10.19,5.1,4.8,4.6
12/26/2012 10:00,0,3.2,120,9.37,81,12.5,137,5,0,2.3,9.06,9.82,5.2,5,4.7
12/26/2012 11:00,0,3.4,19,9.23,79,12.4,350,7.2,0,2.2,8.69,10.19,5.3,5.1,4.7
12/26/2012 12:00,0,7.8,8,10.16,78,12.5,24,9.7,0,2.2,9.44,10.67,5.5,5.2,4.8
12/26/2012 13:00,0,8.2,4,10.55,77,12.5,349,10.7,0,2.2,10.1,11.04,5.7,5.3,4.9
12/26/2012 14:00,0,5.6,12,10.86,75,12.5,346,6.8,2,2.2,10.18,11.31,5.9,5.5,5
12/26/2012 15:00,0,5.3,37,10.78,74,12.5,65,8,4,2.2,10.55,11.03,6.1,5.6,5.1
12/26/2012 16:00,0,5.7,32,10.9,73,12.5,54,7.7,3,2.2,10.55,11.31,6.3,5.8,5.2
12/26/2012 17:00,0,7,16,10.61,72,12.5,37,8.2,2,2.1,9.61,11.12,6.4,5.9,5.3
12/26/2012 18:00,0,7.1,18,10.89,69,12.5,12,8.4,0,2.2,10.09,11.42,6.3,6,5.4
12/26/2012 19:00,0,6.6,9,11.24,67,12.5,14,8.3,0,2.2,10.48,11.9,6.2,6,5.5
12/26/2012 20:00,0,6.3,24,11.7,65,12.5,35,8.1,0,2.3,10.84,12.55,6.1,6,5.6
12/26/2012 21:00,0,5.6,353,11.97,67,12.5,350,7.3,0,2.2,10.65,13.12,6.1,6,5.7
12/26/2012 22:00,0,3.6,4,11.4,66,12.5,344,6.1,0,2.2,10.93,12.26,6.2,6,5.7
12/26/2012 23:00,0,5.6,344,12.81,63,12.5,351,7.7,0,2.2,11.68,13.6,6.2,6.1,5.8
12/27/2012 0:00,0,7.4,342,12.64,65,12.4,351,9,0,2.1,11.11,14.94,6.2,6.1,5.8
12/27/2012 1:00,0,4.1,351,13.66,61,12.5,351,7.4,0,2.2,11.39,15.7,6.3,6.1,5.9
12/27/2012 2:00,0,6.3,348,14.43,63,12.5,346,7.5,0,2.1,13.29,16,6.1,6.1,5.9
12/27/2012 3:00,0,8.4,352,14.66,63,12.5,354,9.5,0,2.2,13.48,16.57,6,6,6
12/27/2012 4:00,0,8.1,2,16.18,59,12.5,342,10.6,0,2.1,14.54,17.35,6.1,6,6
12/27/2012 5:00,0,7.6,24,16.48,56,12.5,49,9.5,0,2.1,14.64,17.94,6.3,6.1,6.1
12/27/2012 6:00,0,7.3,10,17.86,55,12.5,27,9.2,0,2.1,17.06,19.12,6.4,6.2,6.1
12/27/2012 7:00,0,8.1,14,18.4,53,12.5,352,11.1,0,2.1,17.25,19.48,6.6,6.3,6.1
12/27/2012 8:00,0,8,24,19.44,51,12.5,45,11.2,0,2.2,18.19,20.56,6.8,6.4,6.2
12/27/2012 9:00,0,9.3,34,18.82,52,12.5,46,12.5,0,2.2,18,19.96,7.1,6.6,6.2
12/27/2012 10:00,0,11.1,24,19.17,51,12.5,35,15.2,0,2.3,18.59,20.06,7.4,6.8,6.3
12/27/2012 11:00,0,11.5,35,19.9,49,12.5,46,14.6,0,2.1,19.08,21.85,7.8,7,6.4
12/27/2012 12:00,0,9.2,42,21.17,49,12.5,59,13.4,0,2.2,19.87,22.25,8.3,7.3,6.4
12/27/2012 13:00,0,12.4,42,21.13,50,12.5,56,16,0,2.2,19.95,22.23,8.7,7.6,6.5
12/27/2012 14:00,0,12.8,43,19.54,51,12.5,51,15.6,2,2.2,18.16,21.45,9.1,8,6.7
12/27/2012 15:00,0,15.6,41,20.02,51,12.5,47,20.3,3,2.1,18.89,20.86,9.4,8.3,6.8
12/27/2012 16:00,0,14.7,42,21.32,48,12.5,53,18.7,3,2.2,20.06,22.62,9.8,8.6,6.9
12/27/2012 17:00,0,14.2,47,22.54,48,12.5,57,22.9,1,2.2,20.92,24.61,10.1,8.9,7.1
12/27/2012 18:00,0,15.9,45,21.97,52,12.5,51,19.9,0,2.2,20.92,23.51,10.4,9.2,7.2
12/27/2012 19:00,0,12.8,49,21.72,51,12.5,66,20.4,0,2.3,20.92,22.21,10.8,9.5,7.4
12/27/2012 20:00,0,12.7,37,22.15,51,12.5,60,19.3,0,2.2,21.41,23.2,11.1,9.8,7.5
12/27/2012 21:00,0,15.2,40,21.88,50,12.5,55,19.9,0,2.3,21.01,22.71,11.4,10.1,7.7
12/27/2012 22:00,0,16.4,41,21.53,50,12.5,51,23.4,0,2.1,20.81,22.4,11.8,10.4,7.9
12/27/2012 23:00,0,18.1,42,21.42,52,12.5,56,22.5,0,2.2,20.92,22.01,12,10.7,8.1
12/28/2012 0:00,0,15.4,39,21.61,51,12.5,56,20.2,0,2.2,20.92,22.4,12.3,10.9,8.3
12/28/2012 1:00,0,13.3,30,21.14,54,12.5,39,17.9,0,2.2,20.42,21.8,12.6,11.2,8.5
12/28/2012 2:00,0,13.3,37,21.35,54,12.5,8,18,0,2.2,20.62,22.4,12.8,11.5,8.6
12/28/2012 3:00,0,14,45,21.87,53,12.5,64,19.2,0,2.2,21.11,22.6,13,11.7,8.8
12/28/2012 4:00,0,10.7,41,21.86,54,12.5,53,14,0,2.1,21.11,23.01,13.2,11.9,9
12/28/2012 5:00,0,15.9,42,21.55,53,12.5,58,22.2,0,2.1,20.81,22.21,13.3,12.1,9.2
12/28/2012 6:00,0,15.1,33,20.88,53,12.5,42,23,0,2.3,19.83,22.21,13.4,12.2,9.4
12/28/2012 7:00,0,14.2,43,19.9,55,12.5,64,19.5,0,2.3,18.85,21.41,13.5,12.4,9.5
12/28/2012 8:00,0,14.3,41,18.83,56,12.5,47,20.3,0,2.4,18.29,19.63,13.6,12.5,9.7
12/28/2012 9:00,0,12.7,42,18.81,56,12.5,47,17.6,0,2.3,18,19.87,13.6,12.6,9.9
12/28/2012 10:00,0,13.2,35,19.39,52,12.5,63,19.3,0,2.3,18.59,21.25,13.7,12.7,10
12/28/2012 11:00,0,11.4,52,18.56,53,12.5,75,21.2,0,2.2,17.49,20.35,13.8,12.8,10.2
12/28/2012 12:00,0,16,56,18.55,52,12.5,58,21.1,0,2.2,17.9,21.55,13.8,12.9,10.3
12/28/2012 13:00,0,10.8,52,18.89,52,12.5,74,14.3,0,2.2,18,20.17,13.8,13,10.4
12/28/2012 14:00,0,11.6,54,18.83,53,12.5,60,14.7,2,2.2,18,20.46,13.8,13,10.5
12/28/2012 15:00,0,12.3,50,17.86,53,12.5,67,16.3,3,2.3,17.12,18.98,13.8,13,10.6
12/28/2012 16:00,0,13.5,52,16.62,54,12.5,55,18.1,2,2.2,16.06,17.51,13.8,13.1,10.7
12/28/2012 17:00,0,15.4,55,16.39,53,12.5,74,18.4,1,2.2,16.06,16.83,13.7,13.1,10.8
12/28/2012 18:00,0,14.2,54,16.26,52,12.5,64,18.2,0,2.3,15.66,16.63,13.6,13.1,10.9
12/28/2012 19:00,0,13.3,49,16.17,52,12.5,78,16.7,0,2.2,15.57,16.93,13.4,13,11
12/28/2012 20:00,0,13.2,51,16.27,53,12.5,68,18.6,0,2.3,15.28,19.08,13.3,12.9,11.1
12/28/2012 21:00,0,13.4,56,15.73,52,12.5,61,18.2,0,2.2,15.08,16.54,13.1,12.8,11.1
12/28/2012 22:00,0,11.2,50,15.34,50,12.5,63,15.7,0,2.3,14.33,17.73,12.9,12.7,11.1
12/28/2012 23:00,0,11.1,48,16.46,53,12.5,78,15.8,0,2.3,14.31,18.32,12.7,12.5,11.2
12/29/2012 0:00,0,11.9,50,15.32,51,12.5,58,17.3,0,2.3,14.22,16.83,12.6,12.4,11.2
12/29/2012 1:00,0,13.6,57,15.13,51,12.5,63,17.3,0,2.2,14.04,16.75,12.6,12.3,11.2
12/29/2012 2:00,0,12.2,53,15.9,51,12.5,70,17.5,0,2.3,14.61,18,12.5,12.3,11.2
12/29/2012 3:00,0,14.2,51,15.16,51,12.5,72,21.3,0,2.2,13.45,17.03,12.4,12.2,11.2
12/29/2012 4:00,0,15.4,46,14.92,52,12.5,56,20.7,0,2.2,13.94,16.75,12.4,12.1,11.2
12/29/2012 5:00,0,15.2,42,14.54,52,12.5,52,20.7,0,2.2,13.48,17.35,12.3,12.1,11.1
12/29/2012 6:00,0,15.8,39,14.6,52,12.5,59,23.9,0,2.3,13.77,16.09,12.2,12,11.1
12/29/2012 7:00,0,14.4,42,14.78,52,12.5,63,19.4,0,2.2,14.16,16.28,12.1,11.9,11.1
12/29/2012 8:00,0,16.1,49,14.97,51,12.5,57,22,0,2.1,14.14,16.96,12.1,11.9,11.1
12/29/2012 9:00,0,16.3,55,15.96,53,12.5,65,19.4,0,2.1,14.81,17.51,12.2,11.9,11.1
12/29/2012 10:00,0,16.8,54,15.7,54,12.5,58,21.7,0,2.2,14.8,17.32,12.4,12,11.1
12/29/2012 11:00,0,14.7,46,15.52,54,12.5,56,19.1,0,2.2,15.08,17.41,12.6,12.1,11.2
12/29/2012 12:00,0,11.4,53,15.15,54,12.5,65,16.5,0,2.2,14.6,15.86,12.7,12.2,11.2
12/29/2012 13:00,0,12.9,56,16.12,53,12.5,71,18,0,2.3,15.28,17.71,12.8,12.3,11.2
12/29/2012 14:00,0,15,46,17.1,52,12.5,57,18.8,1,2.4,16.25,18.1,12.9,12.3,11.3
12/29/2012 15:00,0,17.6,58,16.18,55,12.5,68,21.4,2,2.1,15.57,17.22,13.1,12.5,11.3
12/29/2012 16:00,0,15.7,52,15.7,61,12.5,70,22.1,1,2.2,14.8,16.54,13.2,12.6,11.4
12/29/2012 17:00,0,17,50,15.77,58,12.5,66,22.6,0,2.2,15.18,16.34,13.3,12.7,11.5
12/29/2012 18:00,0,14.5,45,15.66,62,12.5,53,23.4,0,1.9,14.6,16.83,13.4,12.8,11.5
12/29/2012 19:00,0,14.8,43,14.32,84,12.5,54,19.3,0,2.2,13.74,14.89,13.5,12.9,11.6
12/29/2012 20:00,0,16.9,42,13.63,84,12.5,52,22.8,0,2.2,13.26,14.22,13.5,13,11.7
12/29/2012 21:00,0,15.9,41,13.65,84,12.5,47,19.3,0,2.3,13.28,14.24,13.5,13,11.8
12/29/2012 22:00,0,13.1,49,13.47,86,12.5,60,18.8,0,2.2,12.91,14.05,13.5,13,11.8
12/29/2012 23:00,0,13.1,55,13,90,12.5,60,16.7,0,2.2,12.44,13.68,13.5,13.1,11.9
12/30/2012 0:00,0,11.1,55,13.73,90,12.5,54,14,0,2.3,12.63,15.22,13.4,13.1,11.9
12/30/2012 1:00,0,10.7,40,13.98,90,12.5,60,14.8,0,2.3,13.48,15.02,13.4,13.1,12
12/30/2012 2:00,0,9.8,40,14.18,80,12.5,63,13.5,0,2.3,13.18,15.4,13.4,13.1,12
12/30/2012 3:00,0,11.1,50,14.61,79,12.5,61,16.4,0,2.2,13.85,15.67,13.5,13.1,12.1
12/30/2012 4:00,0,10.3,39,15.87,78,12.5,46,14.2,0,2.4,15.47,17.32,13.5,13.1,12.1
12/30/2012 5:00,0,10.5,29,16.4,76,12.5,56,15.3,0,2.3,15.37,18.49,13.5,13.1,12.1
12/30/2012 6:00,0,8.6,46,15.29,80,12.5,58,14,0,2.2,14.22,17.9,13.6,13.2,12.2
12/30/2012 7:00,0,7.7,37,16,80,12.5,80,12.1,0,2.3,14.6,17.62,13.4,13.2,12.2
12/30/2012 8:00,0,9.3,36,17.09,79,12.5,37,13.9,0,2.3,15.28,18.01,13.3,13.1,12.2
12/30/2012 9:00,0,8.6,28,15.73,81,12.5,42,10.5,0,2.3,13.07,17.71,13.3,13,12.2
12/30/2012 10:00,0,9,9,16.91,78,12.5,342,13.6,0,2.4,15.77,18.2,13.1,13,12.2
12/30/2012 11:00,0,7.4,31,16.67,76,12.5,47,13.6,0,2.3,14.8,18.4,13,12.9,12.3
12/30/2012 12:00,0,12.1,34,18.36,69,12.5,62,18,0,2.2,16.63,20.96,13,12.9,12.3
12/30/2012 13:00,0,10.8,40,19.5,65,12.5,66,16.9,0,2,16.93,23.55,13,12.8,12.3
12/30/2012 14:00,0,14.6,9,19.67,68,12.5,353,17.8,2,2.1,18.19,21.26,13.1,12.9,12.3
12/30/2012 15:00,0,15.6,2,20.73,62,12.5,354,25.2,3,2.3,19.77,21.72,13.2,12.9,12.3
12/30/2012 16:00,0,11.8,38,21.42,62,12.5,64,22.6,3,2.2,19.23,24.2,13.5,13,12.3
12/30/2012 17:00,0,17.1,40,19.58,58,12.5,62,28.2,1,2.4,17.96,22.1,13.6,13.1,12.3
12/30/2012 18:00,0,21.6,36,18.57,63,12.5,53,29.4,0,2.2,16.63,21.42,13.7,13.2,12.3
12/30/2012 19:00,0,19.2,36,16.89,61,12.5,46,29,0,2,15.66,19.28,13.7,13.3,12.4
12/30/2012 20:00,0,20.7,44,16.91,62,12.5,68,31.7,0,2.2,14.99,19.67,13.7,13.3,12.4
12/30/2012 21:00,0,18.9,39,15.05,65,12.5,48,29.3,0,2.2,13.93,16.63,13.6,13.3,12.4
12/30/2012 22:00,0,17.5,50,14.37,68,12.5,58,25,0,2.3,13.56,16.65,13.5,13.3,12.5
12/30/2012 23:00,0,18.7,53,13.11,75,12.5,60,24.9,0,2.1,11.95,14.73,13.4,13.2,12.5
12/31/2012 0:00,0,13.9,50,12.85,79,12.5,57,18.6,0,2.2,12.05,14.06,13.4,13.2,12.5
12/31/2012 1:00,0,8.8,58,13.76,77,12.5,64,15.7,0,2.3,12.91,14.45,13.4,13.2,12.6
12/31/2012 2:00,0,15,56,13.23,75,12.5,102,23.1,0,2.2,12.15,15.02,13.5,13.2,12.6
12/31/2012 3:00,0,12.9,46,13.22,82,12.5,52,18.2,0,2.2,12.34,14.54,13.4,13.2,12.6
12/31/2012 4:00,0,12.7,42,13.35,82,12.5,64,16.5,0,2.2,12.53,14.64,13.4,13.2,12.6
12/31/2012 5:00,0,12.4,42,14.16,79,12.5,62,17.3,0,2.2,13.1,15.02,13.4,13.2,12.6
12/31/2012 6:00,0,12.3,40,14.91,73,12.5,41,18.3,0,2.3,13.75,17.74,13.5,13.2,12.7
12/31/2012 7:00,0,10,38,15.62,74,12.5,44,14.4,0,2.3,14.41,17.71,13.5,13.2,12.7
12/31/2012 8:00,0,10.5,50,15.99,74,12.5,58,13.5,0,2.4,14.22,17.81,13.5,13.2,12.7
12/31/2012 9:00,0,9.9,45,16.35,75,12.5,56,13.9,0,2.2,15.66,16.83,13.5,13.3,12.7
12/31/2012 10:00,0,8.3,56,16.24,74,12.5,67,11.9,0,2.3,14.99,17.51,13.6,13.3,12.7
12/31/2012 11:00,0,11.3,50,15.35,75,12.5,78,17.4,0,2.3,13.74,16.83,13.5,13.3,12.8
12/31/2012 12:00,0,8.6,51,15.2,76,12.5,49,12.5,0,2.2,13.55,16.73,13.5,13.3,12.8
12/31/2012 13:00,0,9.7,51,15.98,78,12.5,74,12.6,0,2.3,14.8,16.83,13.6,13.3,12.8
12/31/2012 14:00,0,8.3,45,14.73,84,12.5,62,13.3,1,2.3,13.64,16.54,13.6,13.3,12.8
12/31/2012 15:00,0,7.3,85,16.5,88,12.5,87,10.2,3,2.3,15.08,19.17,13.7,13.4,12.8
12/31/2012 16:00,0,8.3,108,19.73,88,12.5,115,12.3,3,2.3,18.68,20.46,13.9,13.5,12.9
12/31/2012 17:00,0,11.3,99,20.3,92,12.5,112,16.5,1,2.2,19.86,20.72,14.1,13.6,12.9
12/31/2012 18:00,0,12.4,111,20.85,93,12.5,128,17,0,2.3,20.13,21.8,14.4,13.7,12.9
12/31/2012 19:00,0,10.9,112,21.48,92,12.5,127,16.8,0,2.3,21.01,22.01,14.6,13.9,13
12/31/2012 20:00,0,7.3,105,21.16,95,12.5,146,12.9,0,2.5,20.81,21.61,14.9,14.1,13
12/31/2012 21:00,0,12.3,116,21.06,96,12.5,140,15.9,0,2.3,20.72,21.31,15.1,14.3,13.1
12/31/2012 22:00,0,10.2,135,21.43,95,12.5,132,16.8,0,2.2,21.22,21.8,15.3,14.5,13.2
12/31/2012 23:00,0,15.6,135,21.58,95,12.5,155,19.8,0,2.3,21.41,21.91,15.5,14.6,13.3
1/1/2013 0:00,0,11.5,139,21.7,95,12.5,158,16.8,0,2.2,21.41,22.01,15.7,14.8,13.3
1/1/2013 1:00,0,18.4,123,21.95,95,12.5,138,26.3,0,2.2,21.8,22.21,15.9,15,13.4
1/1/2013 2:00,0,11.4,122,22.02,95,12.5,122,18.9,0,2.2,21.71,22.4,16.1,15.1,13.5
1/1/2013 3:00,0,6.4,81,22.55,96,12.5,129,13.8,0,2.2,22.1,23.1,16.2,15.3,13.6
1/1/2013 4:00,0,4.2,51,23.09,96,12.5,87,6.4,0,2.2,22.51,23.4,16.4,15.5,13.7
1/1/2013 5:00,0,5.4,35,23.78,96,12.5,56,8.2,0,2.2,22.9,24.3,16.6,15.6,13.8
1/1/2013 6:00,0,5.8,349,23.12,95,12.5,324,8,0,2.2,22.6,23.8,16.7,15.8,13.9
1/1/2013 7:00,0,8,32,24.34,82,12.5,49,11.7,0,2.2,22.6,26.43,16.6,15.8,14
1/1/2013 8:00,0,10.9,37,25.91,77,12.5,65,14.7,0,2.2,24.89,27.11,16.6,15.9,14.1
1/1/2013 9:00,0,9.2,31,26.61,75,12.5,50,14.5,0,2.3,25.4,28.22,16.8,16,14.2
1/1/2013 10:00,0,8.7,31,27.76,69,12.5,348,15.9,0,2.2,26.18,29.02,16.9,16.1,14.3
1/1/2013 11:00,0,13.5,32,27.02,72,12.5,25,16.4,0,2.2,25.77,28.72,17.1,16.2,14.4
1/1/2013 12:00,0,14.5,32,27.07,68,12.5,41,16.8,0,2.2,26.48,27.8,17.3,16.3,14.4
1/1/2013 13:00,0,12.8,34,27.2,65,12.5,40,16,0,2.2,26.58,27.9,17.5,16.5,14.5
1/1/2013 14:00,0,13.9,32,27.12,62,12.5,46,18.1,1,2.1,26.18,28.21,17.6,16.6,14.6
1/1/2013 15:00,0,12.1,24,27.67,62,12.5,20,19.1,2,2.2,26.78,28.52,17.7,16.7,14.7
1/1/2013 16:00,0,11.8,7,27.84,60,12.5,31,16.4,2,2.2,27.29,29.01,17.9,16.9,14.8
1/1/2013 17:00,0,12.1,18,28.3,60,12.5,32,15.6,1,2.2,27.58,29.01,18.1,17,14.8
1/1/2013 18:00,0,7.7,34,27.95,62,12.5,353,12.7,0,2.2,27.08,29.01,18.2,17.1,14.9
1/1/2013 19:00,0,6.1,34,28.25,59,12.5,52,8.3,0,2.2,27.18,29.22,18.3,17.3,15
1/1/2013 20:00,0,6.8,54,26.8,64,12.5,75,12,0,2.3,25.77,28.82,18.2,17.3,15.1
1/1/2013 21:00,0,5.7,37,26.56,66,12.5,33,8.1,0,2.2,25.27,28.21,18.1,17.3,15.2
1/1/2013 22:00,0,5.9,48,25.61,64,12.5,70,8.8,0,2.2,25.17,25.97,18.1,17.3,15.3
1/1/2013 23:00,0,5.2,45,25.47,63,12.5,64,7.2,0,2.3,25.08,25.88,18,17.3,15.3
1/2/2013 0:00,0,6.3,47,25.6,67,12.5,74,9.5,0,2.2,24.37,26.19,17.9,17.2,15.4
1/2/2013 1:00,0,4,32,24.5,73,12.5,76,7.5,0,2.2,24.16,24.97,17.9,17.2,15.4
1/2/2013 2:00,0,4.1,2,23.9,91,12.5,346,5.1,0,2.2,23.37,24.37,18,17.3,15.5
1/2/2013 3:00,0,5.8,336,23.03,94,12.5,340,9.3,0,2.2,22.19,23.9,18,17.3,15.5
1/2/2013 4:00,0,6.6,328,23,96,12.5,307,10.6,0,2.1,21.61,24.11,17.9,17.3,15.6
1/2/2013 5:00,0,4.7,29,21.65,85,12.5,59,7.4,0,2.2,21.01,22.4,17.8,17.2,15.6
1/2/2013 6:00,0,5.9,38,22.01,84,12.5,69,8.1,0,2.2,21.22,22.6,17.7,17.2,15.6
1/2/2013 7:00,0,6.9,42,21.59,82,12.5,59,9.8,0,2.2,20.62,22.3,17.6,17.1,15.6
1/2/2013 8:00,0,4.9,56,22.18,76,12.5,69,7.4,0,2.3,21.22,23.01,17.6,17.1,15.7
1/2/2013 9:00,0,4.2,51,20.99,77,12.5,101,7.6,0,2.2,20.23,21.91,17.6,17.1,15.7
1/2/2013 10:00,0,2.7,58,20.72,77,12.5,69,5.2,0,2.1,20.23,21.01,17.5,17.1,15.7
1/2/2013 11:00,0,2.5,81,20.78,75,12.5,88,4.1,0,2.2,20.62,21.01,17.4,17,15.7
1/2/2013 12:00,0,2.7,75,19.88,79,12.5,100,4.6,0,2.2,19.34,20.62,17.3,17,15.7
1/2/2013 13:00,0,4.8,56,19.21,80,12.5,74,6.2,0,2.2,18.65,19.74,17.2,16.9,15.7
1/2/2013 14:00,0,5.7,63,18.37,80,12.5,76,9.3,2,2.2,17.49,18.85,17.2,16.9,15.8
1/2/2013 15:00,0,2.6,76,17.53,81,12.5,85,4.2,3,2.2,17.3,17.7,17.1,16.8,15.8
1/2/2013 16:00,0,4.3,62,17.52,79,12.5,71,5.8,3,2.3,17.03,17.9,17.1,16.8,15.8
1/2/2013 17:00,0,3.5,47,16.69,80,12.5,63,5.8,1,2.3,16.15,17.22,17,16.8,15.8
1/2/2013 18:00,0,3.3,44,16.29,84,12.5,56,5.8,0,2.4,15.96,16.73,17,16.7,15.8
1/2/2013 19:00,0,3.1,29,16.14,89,12.5,59,5.2,0,2.3,15.77,16.63,16.9,16.7,15.8
1/2/2013 20:00,0,2.8,45,16.64,92,12.5,72,5,0,2.2,16.25,17.22,16.8,16.6,15.8
1/2/2013 21:00,0,1.6,43,16.73,91,12.5,82,2.8,0,2.3,16.54,17.03,16.8,16.6,15.8
1/2/2013 22:00,0,2.2,125,16.12,91,12.5,179,5.8,0,2.3,15.28,16.73,16.7,16.5,15.8
1/2/2013 23:00,0,7.5,138,16.86,90,12.5,156,10,0,2.3,16.63,17.12,16.6,16.5,15.8
1/3/2013 0:00,0,5.8,137,16.38,92,12.5,143,8.8,0,2.2,16.15,16.73,16.6,16.4,15.8
1/3/2013 1:00,0,6.3,137,16.39,93,12.5,152,9.6,0,2.3,16.05,16.63,16.7,16.4,15.8
1/3/2013 2:00,0,11.1,132,16.64,92,12.5,151,14,0,2.2,16.34,16.93,16.6,16.4,15.8
1/3/2013 3:00,0,10.2,135,16.92,93,12.5,149,13.6,0,2.2,16.54,17.22,16.7,16.4,15.8
1/3/2013 4:00,0,13.2,132,16.92,92,12.5,137,15.7,0,2.1,16.73,17.32,16.7,16.4,15.8
1/3/2013 5:00,0,11.3,143,17.46,93,12.5,134,13.5,0,2.2,16.73,18,16.7,16.4,15.8
1/3/2013 6:00,0,7.7,146,18.07,93,12.5,125,11.9,0,2.1,17.71,18.49,16.7,16.4,15.8
1/3/2013 7:00,0,8.8,140,18.93,94,12.5,159,12.9,0,2.1,18.4,19.37,16.8,16.4,15.8
1/3/2013 8:00,0,9,136,19.73,94,12.5,163,12.5,0,2.2,19.27,20.72,16.9,16.5,15.8
